report_number	local_case_number	agency_name	acrs_report_type	crash_date_time	route_type	collision_type	weather	surface_condition	light	traffic_control	driver_substance_abuse	person_id	driver_at_fault	injury_severity	driver_distracted_by	vehicle_id	vehicle_damage_extent	vehicle_movement	speed_limit	driverless_vehicle	vehicle_year	vehicle_make	vehicle_model	equipment_problems	drivers_license_state	vehicle_body_type	non_motorist_substance_abuse
MCP219800C7	220050904	Montgomery County Police	Property Damage Crash	2022-11-17T17:13:00.000	Interstate (State)	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	OTHER	OTHER	64A95FB2-F338-48C6-BA07-2800CE9B9B62	No	NO APPARENT INJURY	NOT DISTRACTED	152DE546-6A76-4967-8777-4E1EF7BD9069	DISABLING	SLOWING OR STOPPING	55	No	2012	HYUNDAI	SEDAN	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP219800C7	220050904	Montgomery County Police	Property Damage Crash	2022-11-17T17:13:00.000	Interstate (State)	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	OTHER	OTHER	0DB178C0-E21D-4545-B10F-F58603B402DF	Yes	NO APPARENT INJURY	NOT DISTRACTED	03669C9B-F341-45D7-95D7-E7672E13AF4D	DISABLING	MOVING CONSTANT SPEED	55	No	2017	TOYOTA	CAMRY	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP2708007X	220050901	Montgomery County Police	Injury Crash	2022-11-17T17:08:00.000	Interstate (State)	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	C29B27C9-9180-4248-AEE1-93965355DB2B	No	NO APPARENT INJURY	NOT DISTRACTED	99E0E932-94CD-4231-A109-F8C1A07DD118	FUNCTIONAL	SLOWING OR STOPPING	55	No	2002	TOYOTA	RAV4	NO MISUSE	MD	(SPORT) UTILITY VEHICLE	UNKNOWN
MCP2708007X	220050901	Montgomery County Police	Injury Crash	2022-11-17T17:08:00.000	Interstate (State)	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	E6EFB593-B02E-4C63-8160-60D8DB19216A	Yes	NO APPARENT INJURY	NOT DISTRACTED	DDADB48A-8744-4FAE-98E3-9007875DC4ED	FUNCTIONAL	SLOWING OR STOPPING	55	No	2017	CHEVY	EXPRESS	NO MISUSE	MD	CARGO VAN/LIGHT TRUCK 2 AXLES (OVER 10,000LBS (4,536 KG))	UNKNOWN
MCP2708007X	220050901	Montgomery County Police	Injury Crash	2022-11-17T17:08:00.000	Interstate (State)	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	E260A755-9108-412A-9E32-7240DC223B18	No	POSSIBLE INJURY	NOT DISTRACTED	06BF7464-627A-4F95-BDD6-F134D14746D4	FUNCTIONAL	SLOWING OR STOPPING	55	No	2016	NISSAN	FRONTIER	NO MISUSE	MD	PICKUP TRUCK	UNKNOWN
MCP3019005G	220050883	Montgomery County Police	Property Damage Crash	2022-11-17T15:45:00.000	Maryland (State)	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DAYLIGHT	STOP SIGN	OTHER	31C31E8D-2847-4F8C-90F7-503F290CC930	No	NO APPARENT INJURY	NOT DISTRACTED	0EDE8956-8EAC-46D8-A265-659C3A8AA13E	FUNCTIONAL	MOVING CONSTANT SPEED	35	No	2020	AUDI	Q3	NO MISUSE	DC	(SPORT) UTILITY VEHICLE	UNKNOWN
MCP3019005G	220050883	Montgomery County Police	Property Damage Crash	2022-11-17T15:45:00.000	Maryland (State)	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DAYLIGHT	STOP SIGN	OTHER	5EC13C97-BD3E-4F36-A031-6589EDD0F03F	Yes	NO APPARENT INJURY	UNKNOWN	3A1707A3-667D-4B8E-A8A8-D2241A61435B	FUNCTIONAL	MOVING CONSTANT SPEED	35	No	2015	HONDA	CIVIC	OTHER	UNKNOWN	PASSENGER CAR	UNKNOWN
MCP3163004Y	220050892	Montgomery County Police	Property Damage Crash	2022-11-17T15:26:00.000	Maryland (State)	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DAYLIGHT	OTHER	OTHER	9FC1DACD-0574-41EB-8899-090F349F13BA	No	NO APPARENT INJURY	NOT DISTRACTED	552F059D-3218-49AE-A7B9-F5DB37916FBE	DISABLING	MOVING CONSTANT SPEED	35	No	2010	NISS	VERSA	OTHER	MD	PASSENGER CAR	UNKNOWN
MCP3163004Y	220050892	Montgomery County Police	Property Damage Crash	2022-11-17T15:26:00.000	Maryland (State)	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DAYLIGHT	OTHER	OTHER	2A54433C-59D3-4CB9-B149-4F1CAC8FB1FA	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	4C7E909F-3096-4A8A-8E0D-373C5B96A17A	DISABLING	CHANGING LANES	35	No	2021	AUDI	Q3	OTHER	MD	PASSENGER CAR	UNKNOWN
MCP2921004J	220050877	Montgomery County Police	Property Damage Crash	2022-11-17T15:12:00.000	County	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DAYLIGHT	STOP SIGN	OTHER	E219B94B-8655-4E15-8630-29310CABE6E0	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	E056FC14-C9A1-4400-B094-83F7D1B245B0	DESTROYED	MOVING CONSTANT SPEED	35	No	2022	HONDA	ODYSSEY	OTHER	MD	PASSENGER CAR	UNKNOWN
MCP2921004J	220050877	Montgomery County Police	Property Damage Crash	2022-11-17T15:12:00.000	County	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DAYLIGHT	STOP SIGN	OTHER	9E5AA896-7648-4164-8053-C0660F91C4F8	No	NO APPARENT INJURY	NOT DISTRACTED	2F92CBF4-A23E-4BF0-9549-1C81AE80B537	DESTROYED	MOVING CONSTANT SPEED	35	No	2013	FORD	HB	OTHER	MD	PASSENGER CAR	UNKNOWN
MCP2622003H	220050834	Montgomery County Police	Injury Crash	2022-11-17T13:17:00.000	Maryland (State)	HEAD ON	CLEAR	DRY	DAYLIGHT	NO CONTROLS	NONE DETECTED	A79E8321-F632-4860-A706-520B004CDC8C	Yes	POSSIBLE INJURY	LOOKED BUT DID NOT SEE	013CFFB9-C1BF-4326-9372-52B17CFB762D	DISABLING	MOVING CONSTANT SPEED	30	No	2003	DODGE	DAKOTA	OTHER	MD	PICKUP TRUCK	UNKNOWN
MCP2622003H	220050834	Montgomery County Police	Injury Crash	2022-11-17T13:17:00.000	Maryland (State)	HEAD ON	CLEAR	DRY	DAYLIGHT	NO CONTROLS	NONE DETECTED	12A6E765-8447-4E00-8F25-15C9A4447712	No	POSSIBLE INJURY	NOT DISTRACTED	F43A55AB-2976-47A1-9293-18F846634C4B	DISABLING	MOVING CONSTANT SPEED	30	No	2016	FORD	F250	OTHER	MD	PICKUP TRUCK	UNKNOWN
MCP2291006G	220050841	Montgomery County Police	Property Damage Crash	2022-11-17T13:02:00.000	Maryland (State)	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	NO CONTROLS	NONE DETECTED	B339AAC4-0EF8-448B-9072-DB37F22AEFE3	No	NO APPARENT INJURY	NOT DISTRACTED	599E9EE5-B453-4BF6-A356-3ADD4EA0E0B5	DISABLING	SLOWING OR STOPPING	30	No	2013	SCION	4D	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP2291006G	220050841	Montgomery County Police	Property Damage Crash	2022-11-17T13:02:00.000	Maryland (State)	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	NO CONTROLS	NONE DETECTED	324E6A52-9EE7-41E7-8E4B-DC193F440ED8	Yes	NO APPARENT INJURY	NOT DISTRACTED	463DAEFF-9CBE-4580-9685-738734D63BFC	DISABLING	SLOWING OR STOPPING	30	No	2020	HONDA	ACCORD	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP2837004S	220050837	Montgomery County Police	Property Damage Crash	2022-11-17T12:59:00.000	UNKNOWN	OTHER	UNKNOWN	OTHER	DAYLIGHT	OTHER	NONE DETECTED	0F3C9626-D7F7-4B7C-944A-77532D634B18	Yes	NO APPARENT INJURY	UNKNOWN	341A279B-4397-46A4-8DE0-D2173EE8B91A	SUPERFICIAL	PARKED	0	No	2018	FORD	VAN	OTHER	MD	VAN	UNKNOWN
MCP2837004S	220050837	Montgomery County Police	Property Damage Crash	2022-11-17T12:59:00.000	UNKNOWN	OTHER	UNKNOWN	OTHER	DAYLIGHT	OTHER	OTHER	B4217A1E-3BF1-4CF0-A642-843B6A85B263	No	NO APPARENT INJURY	NOT DISTRACTED	B430B0ED-4C78-443A-B7CA-3517F2D33060	SUPERFICIAL	PARKED	0	No	2016	HONDA	CRV	OTHER	VA	PASSENGER CAR	UNKNOWN
HA2485000Q	22002011	Maryland-National Capital	Property Damage Crash	2022-11-17T12:00:00.000	Maryland (State)	SAME DIR BOTH LEFT TURN	CLEAR	DRY	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	F57EE876-7DB6-4261-BADE-95F524698E1B	No	NO APPARENT INJURY	NOT DISTRACTED	E1EE6F83-00F2-49CD-9271-D3611DE3ABCC	FUNCTIONAL	MAKING LEFT TURN	35	No	2019	FORD	VN	NO MISUSE	MD	CARGO VAN/LIGHT TRUCK 2 AXLES (OVER 10,000LBS (4,536 KG))	UNKNOWN
HA2485000Q	22002011	Maryland-National Capital	Property Damage Crash	2022-11-17T12:00:00.000	Maryland (State)	SAME DIR BOTH LEFT TURN	CLEAR	DRY	DAYLIGHT	TRAFFIC SIGNAL	OTHER	E28B7672-1110-4E2D-92EE-D127B49C90A6	UNKNOWN	NO APPARENT INJURY	UNKNOWN	49934555-F302-4C52-B016-0B5B8EBC5DEC	OTHER	MAKING LEFT TURN	35	No	1900	UNKNOWN	UNKNOWN	OTHER	DC	TRANSIT BUS	UNKNOWN
MCP3214001V	220050821	Montgomery County Police	Property Damage Crash	2022-11-17T11:24:00.000	Maryland (State)	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	NO CONTROLS	NONE DETECTED	BBF6E692-F5EC-4A0A-AF2E-43F2BC8D4174	No	NO APPARENT INJURY	NOT DISTRACTED	EF7C4BA3-5AAD-4CB5-8281-A13B85517E12	FUNCTIONAL	SLOWING OR STOPPING	40	No	2016	FORD	EXPLORER	NO MISUSE	MD	(SPORT) UTILITY VEHICLE	UNKNOWN
MCP3214001V	220050821	Montgomery County Police	Property Damage Crash	2022-11-17T11:24:00.000	Maryland (State)	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	NO CONTROLS	NONE DETECTED	9151C27A-47C2-4470-8C03-B675AF7E6265	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	1932FFEB-F24F-462E-B88A-FBC9EFEFB363	DISABLING	MOVING CONSTANT SPEED	40	No	2007	TOYOTS	SIENA	NO MISUSE	XX	VAN	UNKNOWN
MCP3010007M	220050630	Montgomery County Police	Property Damage Crash	2022-11-17T11:01:00.000	UNKNOWN	OTHER	UNKNOWN	OTHER	DAYLIGHT	NO CONTROLS	OTHER	D4258FE4-E7EA-4E55-8C69-26833BB436A2	Yes	NO APPARENT INJURY	UNKNOWN	05C44246-21D8-426D-BE87-F8BDC9EC3020	OTHER	PARKING	20	No	2003	HONDA	CRV	OTHER	UNKNOWN	(SPORT) UTILITY VEHICLE	UNKNOWN
MCP2689008Z	220050815	Montgomery County Police	Injury Crash	2022-11-17T10:33:00.000	County	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DAYLIGHT	STOP SIGN	NONE DETECTED	AA089019-D45C-48D8-B99C-AEE45078FC14	Yes	NO APPARENT INJURY	UNKNOWN	678D44B7-39CB-4D72-AD6D-6A8F1C621157	DISABLING	MAKING LEFT TURN	25	No	2019	GMC	TERRAIN	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP2689008Z	220050815	Montgomery County Police	Injury Crash	2022-11-17T10:33:00.000	County	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DAYLIGHT	STOP SIGN	NONE DETECTED	921F9B1A-5BA5-4B01-86AF-608861E1CD41	No	POSSIBLE INJURY	NOT DISTRACTED	2C41E6E8-4D36-4399-BFBB-9917D4D961AB	DISABLING	MOVING CONSTANT SPEED	40	No	2009	ACURA	TL	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP3239002L	220050816	Montgomery County Police	Injury Crash	2022-11-17T10:21:00.000	Maryland (State)	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DAYLIGHT	NO CONTROLS	NONE DETECTED	C051F2FE-F006-41BE-9895-F4208E45565E	Yes	NO APPARENT INJURY	UNKNOWN	BE0D6CD3-7D04-4A4A-84A8-A675F0EA74D6	DISABLING	MAKING LEFT TURN	40	No	2013	HOND	ACCORD	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP3239002L	220050816	Montgomery County Police	Injury Crash	2022-11-17T10:21:00.000	Maryland (State)	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DAYLIGHT	NO CONTROLS	NONE DETECTED	9B961AF4-CF5F-47A1-87DF-B55106D5ED55	No	NO APPARENT INJURY	NOT DISTRACTED	B300E67E-C8E7-461D-961F-BDC60208E7B4	DISABLING	MOVING CONSTANT SPEED	40	No	2023	TOYOTA	CAMRY	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP3048008Y	220050808	Montgomery County Police	Property Damage Crash	2022-11-17T09:50:00.000	Interstate (State)	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DAYLIGHT	OTHER	OTHER	33723F05-98C9-4EE5-8022-F08A842C833B	No	NO APPARENT INJURY	NOT DISTRACTED	476480A1-B5A5-488E-B8E2-382133E2BB2A	FUNCTIONAL	MOVING CONSTANT SPEED	55	No	2012	HOND	4S	OTHER	MD	PASSENGER CAR	UNKNOWN
MCP3048008Y	220050808	Montgomery County Police	Property Damage Crash	2022-11-17T09:50:00.000	Interstate (State)	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DAYLIGHT	OTHER	OTHER	A6BAC2BE-CB08-48FA-A887-B4EDF86536A6	Yes	NO APPARENT INJURY	UNKNOWN	0BAA4946-B03D-435D-8601-E60C6AD2A0B9	NO DAMAGE	MOVING CONSTANT SPEED	55	No	2019	MACK	TK	OTHER	MD	OTHER LIGHT TRUCKS (10,000LBS (4,536KG) OR LESS)	UNKNOWN
MCP3055003T	220050803	Montgomery County Police	Injury Crash	2022-11-17T09:41:00.000	Maryland (State)	HEAD ON LEFT TURN	CLEAR	DRY	DAYLIGHT	TRAFFIC SIGNAL	OTHER	38877FFE-4F88-4E4C-B25D-672B178F0549	No	SUSPECTED MINOR INJURY	LOOKED BUT DID NOT SEE	238BDDEE-87FF-496D-B17C-C0C4C7A3106A	FUNCTIONAL	MOVING CONSTANT SPEED	45	No	2001	TOYOTA	CAMRY	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP3055003T	220050803	Montgomery County Police	Injury Crash	2022-11-17T09:41:00.000	Maryland (State)	HEAD ON LEFT TURN	CLEAR	DRY	DAYLIGHT	TRAFFIC SIGNAL	OTHER	8840902F-A014-40AB-87DE-3395CB13F553	No	SUSPECTED MINOR INJURY	LOOKED BUT DID NOT SEE	E7A22DB9-BC9C-497C-98A4-B3AF0D9CB47F	SUPERFICIAL	MAKING LEFT TURN	45	No	2019	FORD	RANGER	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP133400C5	220050805	Montgomery County Police	Property Damage Crash	2022-11-17T09:25:00.000	Municipality	OPPOSITE DIRECTION SIDESWIPE	CLEAR	DRY	DAYLIGHT	NO CONTROLS	NONE DETECTED	0C4D7D80-1CDB-44D4-8969-40E22F93D603	No	NO APPARENT INJURY	NOT DISTRACTED	D393FF47-DBD7-4B48-A1CF-B36F5FCF657D	SUPERFICIAL	STOPPED IN TRAFFIC LANE	25	No	2022	FRHT	SB	NO MISUSE	MD	SCHOOL BUS	UNKNOWN
MCP133400C5	220050805	Montgomery County Police	Property Damage Crash	2022-11-17T09:25:00.000	Municipality	OPPOSITE DIRECTION SIDESWIPE	CLEAR	DRY	DAYLIGHT	NO CONTROLS	NONE DETECTED	A5892B45-09A7-40DD-9A2E-E874579543B4	Yes	NO APPARENT INJURY	NOT DISTRACTED	380E3B1A-9625-4B12-8C3D-8BC0F055B84D	SUPERFICIAL	MAKING RIGHT TURN	25	No	2019	FORD	BU	NO MISUSE	MD	OTHER BUS	UNKNOWN
DD5652001T	220050798	Rockville Police Departme	Property Damage Crash	2022-11-17T09:19:00.000	Maryland (State)	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	58852B94-58D1-4D81-8591-ADDA81ACC958	No	NO APPARENT INJURY	NOT DISTRACTED	AEBBFAD2-4BF6-4B9F-9D17-80422C934276	SUPERFICIAL	STOPPED IN TRAFFIC LANE	40	No	2018	HOND	TK	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
DD5652001T	220050798	Rockville Police Departme	Property Damage Crash	2022-11-17T09:19:00.000	Maryland (State)	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	9B2BBA2C-72AD-43DB-A3F7-8AF3390359ED	Yes	NO APPARENT INJURY	NOT DISTRACTED	E9FD7D74-9D5E-4D4C-8573-CA67B1D0D524	DISABLING	MOVING CONSTANT SPEED	40	No	2021	AUDI	UT	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP2203006K	220050795	Montgomery County Police	Injury Crash	2022-11-17T09:15:00.000	Maryland (State)	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	OTHER	NONE DETECTED	68644F7D-5DF5-47B5-9834-68D50EFD1812	Yes	POSSIBLE INJURY	NOT DISTRACTED	E69050A9-AEFA-4210-B209-35B42CD9F581	DESTROYED	CHANGING LANES	35	No	2014	FORD	FOCUS	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP2203006K	220050795	Montgomery County Police	Injury Crash	2022-11-17T09:15:00.000	Maryland (State)	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	OTHER	OTHER	24C05BEA-788B-4865-A77E-A6D87A034727	No	NO APPARENT INJURY	NOT DISTRACTED	8360FC9B-AEE9-4C2F-9E6F-67B1FD197928	FUNCTIONAL	STOPPED IN TRAFFIC LANE	35	No	2011	HYUN	SONATA	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP2203006K	220050795	Montgomery County Police	Injury Crash	2022-11-17T09:15:00.000	Maryland (State)	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	OTHER	NONE DETECTED	A98AA611-5144-44FB-B59E-ED955F50A2D9	Yes	SUSPECTED MINOR INJURY	NOT DISTRACTED	A60B4DA3-C293-4D7F-A69D-8FA6B85D76B1	DESTROYED	MOVING CONSTANT SPEED	35	No	2014	HOND	SD	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP235300B8	220050796	Montgomery County Police	Injury Crash	2022-11-17T09:03:00.000	County	STRAIGHT MOVEMENT ANGLE	CLOUDY	DRY	DAYLIGHT	STOP SIGN	NONE DETECTED	48171FF8-B1DC-4B9E-9553-5733E82208BD	No	NO APPARENT INJURY	NOT DISTRACTED	FFC85A85-2AF8-4158-B89A-C7ED784B2EAB	DISABLING	MOVING CONSTANT SPEED	25	No	2007	HYUNDAI	ACCENT	OTHER	MD	PASSENGER CAR	UNKNOWN
MCP235300B8	220050796	Montgomery County Police	Injury Crash	2022-11-17T09:03:00.000	County	STRAIGHT MOVEMENT ANGLE	CLOUDY	DRY	DAYLIGHT	STOP SIGN	NONE DETECTED	04901D6D-D60D-4542-86F6-DB2190B19830	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	1D48036B-DB38-47C4-8E20-FDCEFE8FEDFA	DISABLING	MAKING LEFT TURN	25	No	2015	FORD	F350	NO MISUSE	MD	PICKUP TRUCK	UNKNOWN
MCP1301001Z	220050810	Montgomery County Police	Fatal Crash	2022-11-17T08:29:00.000	County	SINGLE VEHICLE	CLEAR	DRY	DAYLIGHT	STOP SIGN	NONE DETECTED	D087BADA-49AF-4463-A4E7-D0D55D96BDF2	UNKNOWN	NO APPARENT INJURY	NOT DISTRACTED	AE4A4176-0C29-4FD6-B69B-1DF35209ECE2	SUPERFICIAL	SLOWING OR STOPPING	25	No	2014	NISSAN	ALTIMA	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP102200GL	220050793	Montgomery County Police	Property Damage Crash	2022-11-17T08:22:00.000	UNKNOWN	SINGLE VEHICLE	CLEAR	OTHER	DAYLIGHT	NO CONTROLS	NONE DETECTED	46025A0A-E4AC-483F-A69E-83BFE10B8577	Yes	NO APPARENT INJURY	NOT DISTRACTED	7DFF636D-E5C2-425B-9D64-C8AFF3C92479	SUPERFICIAL	BACKING	0	No	2017	THOMAS	SCHOOL BUS	NO MISUSE	MD	SCHOOL BUS	UNKNOWN
MCP2902005Q	220050788	Montgomery County Police	Property Damage Crash	2022-11-17T08:11:00.000	Maryland (State)	SAME DIRECTION RIGHT TURN	CLEAR	DRY	DAYLIGHT	NO CONTROLS	OTHER	9397A7C8-6CC0-454C-9BC0-5E1C0904D2A4	Yes	NO APPARENT INJURY	UNKNOWN	F7E0C1EB-59B5-4F6C-8EF8-0FBBF7C99A6D	DISABLING	MOVING CONSTANT SPEED	45	No	2016	MAZD	UT	NO MISUSE	MD	(SPORT) UTILITY VEHICLE	UNKNOWN
MCP2902005Q	220050788	Montgomery County Police	Property Damage Crash	2022-11-17T08:11:00.000	Maryland (State)	SAME DIRECTION RIGHT TURN	CLEAR	DRY	DAYLIGHT	NO CONTROLS	OTHER	4852C458-2A5A-4CCF-80CD-DEE8F54FC939	No	NO APPARENT INJURY	NOT DISTRACTED	282DBDC7-BE7E-4CE4-9474-D58AF4D0EE03	SUPERFICIAL	MOVING CONSTANT SPEED	45	No	2003	STERLING	TRUCK	NO MISUSE	VA	CARGO VAN/LIGHT TRUCK 2 AXLES (OVER 10,000LBS (4,536 KG))	UNKNOWN
MCP3123004V	220050782	Montgomery County Police	Property Damage Crash	2022-11-17T06:52:00.000	County	OTHER	CLEAR	DRY	DAYLIGHT	OTHER	OTHER	66564AAF-FE45-4ABE-A5A0-47868406DD11	No	NO APPARENT INJURY	NOT DISTRACTED	8D72C751-488A-43DB-A758-962D0B9CE7C3	SUPERFICIAL	STARTING FROM LANE	40	No	2022	MACK	ST	NO MISUSE	MD	MEDIUM/HEAVY TRUCKS 3 AXLES (OVER 10,000LBS (4,536KG))	UNKNOWN
MCP3123004V	220050782	Montgomery County Police	Property Damage Crash	2022-11-17T06:52:00.000	County	OTHER	CLEAR	DRY	DAYLIGHT	OTHER	OTHER	077F1F90-6387-4A23-94A3-27A05D233C24	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	94569A92-C31F-4901-AD37-0F274914C2B2	SUPERFICIAL	STARTING FROM LANE	40	No	2017	GILLIG	BUS	OTHER	MD	TRANSIT BUS	UNKNOWN
MCP1235004H	220050738	Montgomery County Police	Property Damage Crash	2022-11-16T21:09:00.000	Maryland (State)	OTHER	CLEAR	DRY	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	5BCC5983-4A83-40C6-9CA9-54342B8B04C9	No	NO APPARENT INJURY	NOT DISTRACTED	396660C8-EECF-403E-B19C-8755888FCB2F	NO DAMAGE	MOVING CONSTANT SPEED	40	No	2016	TBU	BUS	NO MISUSE	MD	TRANSIT BUS	UNKNOWN
MCP291400D3	220050760	Montgomery County Police	Injury Crash	2022-11-16T20:30:00.000	Maryland (State)	OTHER	CLEAR	DRY	DARK LIGHTS ON	NO CONTROLS	OTHER	918F384E-5E53-40CF-808B-09BFF5DE248A	Yes	NO APPARENT INJURY	NOT DISTRACTED	2BD313B9-AEC7-4788-8391-DBD442E04752	NO DAMAGE	MAKING RIGHT TURN	15	No	2006	TOYOTA	PRIUS	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP3230003S	220050726	Montgomery County Police	Injury Crash	2022-11-16T19:00:00.000	Maryland (State)	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	513767DB-549A-4426-9BF7-299D3A30FF84	No	SUSPECTED MINOR INJURY	NOT DISTRACTED	96125902-8D58-429D-95DD-35563682E133	SUPERFICIAL	STOPPED IN TRAFFIC LANE	35	No	2016	TOYOTA	COROLLA	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP3230003S	220050726	Montgomery County Police	Injury Crash	2022-11-16T19:00:00.000	Maryland (State)	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	BBDE32F5-58DD-488D-A18F-68AE4EFCAD31	No	NO APPARENT INJURY	NOT DISTRACTED	87A21709-48B7-45E5-B743-4A81F88AFCDA	SUPERFICIAL	STOPPED IN TRAFFIC LANE	35	No	2016	HONDA	PILOT	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP3230003S	220050726	Montgomery County Police	Injury Crash	2022-11-16T19:00:00.000	Maryland (State)	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	312B494B-796C-4DC9-B6F5-9E15DFCA5E76	Yes	NO APPARENT INJURY	NOT DISTRACTED	143D06C1-6E44-4226-92FD-BE454AA476FC	DISABLING	MOVING CONSTANT SPEED	35	No	2009	NISSAN	ALTIMA	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP27660072	220050728	Montgomery County Police	Injury Crash	2022-11-16T18:55:00.000	Maryland (State)	SAME DIR REAR END	UNKNOWN	DRY	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	FDC450A8-1A46-4A48-AEB9-0672C776F00E	No	NO APPARENT INJURY	NOT DISTRACTED	CC606E43-4D2D-4449-B858-71AF8C278B3D	DISABLING	MOVING CONSTANT SPEED	35	No	2020	HYUNDAI	ELANTRA	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP27660072	220050728	Montgomery County Police	Injury Crash	2022-11-16T18:55:00.000	Maryland (State)	SAME DIR REAR END	UNKNOWN	DRY	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	393A8D22-5413-48A7-A95F-A43878A86DB9	No	NO APPARENT INJURY	NOT DISTRACTED	E8B123B3-7BCF-445B-B092-410015B29919	FUNCTIONAL	MOVING CONSTANT SPEED	35	No	2010	TOYOTA	RAV4	NO MISUSE	MD	(SPORT) UTILITY VEHICLE	UNKNOWN
MCP27660072	220050728	Montgomery County Police	Injury Crash	2022-11-16T18:55:00.000	Maryland (State)	SAME DIR REAR END	UNKNOWN	DRY	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	BB309C04-D174-42CC-AC6D-99D10750D7DE	No	NO APPARENT INJURY	NOT DISTRACTED	17D121CE-2128-4322-BC58-1258BF133121	FUNCTIONAL	MOVING CONSTANT SPEED	35	No	2012	HONDA	ACCORD	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP27660072	220050728	Montgomery County Police	Injury Crash	2022-11-16T18:55:00.000	Maryland (State)	SAME DIR REAR END	UNKNOWN	DRY	DARK LIGHTS ON	NO CONTROLS	OTHER	FCFDB68F-1E81-4374-AB89-195B219889EA	Yes	NO APPARENT INJURY	UNKNOWN	EB0C59A2-9726-4228-A38A-A9542CF115CD	OTHER	ACCELERATING	35	No	2006	LINCOLN	NAVIGATOR	OTHER	UNKNOWN	(SPORT) UTILITY VEHICLE	UNKNOWN
