report_number	local_case_number	agency_name	acrs_report_type	crash_date_time	route_type	collision_type	weather	surface_condition	light	traffic_control	driver_substance_abuse	person_id	driver_at_fault	injury_severity	driver_distracted_by	vehicle_id	vehicle_damage_extent	vehicle_movement	speed_limit	driverless_vehicle	vehicle_year	vehicle_make	vehicle_model	equipment_problems	drivers_license_state	vehicle_body_type	non_motorist_substance_abuse
MCP2608004P	220052235	Montgomery County Police	Property Damage Crash	2022-11-26T20:45:00.000	Maryland (State)	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DARK LIGHTS ON	TRAFFIC SIGNAL	OTHER	9BCD4636-A553-4E89-BA28-2BCC7B63ADBC	Yes	NO APPARENT INJURY	NOT DISTRACTED	7017BD14-F32A-4D3E-9658-D1158305BDAE	FUNCTIONAL	ACCELERATING	30	No	0	UNKNOWN	UNKNOWN	OTHER	UNKNOWN	OTHER	UNKNOWN
MCP2608004P	220052235	Montgomery County Police	Property Damage Crash	2022-11-26T20:45:00.000	Maryland (State)	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	C8F8737E-DF8B-4182-AAD6-830779EF24DD	No	NO APPARENT INJURY	NOT DISTRACTED	5FDDEE9F-C5CF-4879-96D8-8E6C878D71C3	FUNCTIONAL	ACCELERATING	30	No	2021	NFLY	548 BUS	OTHER	MD	PASSENGER CAR	UNKNOWN
MCP9399001V	220052249	Montgomery County Police	Property Damage Crash	2022-11-26T19:15:00.000	County	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DARK LIGHTS ON	STOP SIGN	NONE DETECTED	DCF12903-E2C2-4BE5-8F7E-F855D129C6D4	No	NO APPARENT INJURY	NOT DISTRACTED	09DCE765-73EE-4AD1-BDDA-31862EE0B5DF	FUNCTIONAL	ACCELERATING	30	No	2021	BMW	X	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP9399001V	220052249	Montgomery County Police	Property Damage Crash	2022-11-26T19:15:00.000	County	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DARK LIGHTS ON	STOP SIGN	NONE DETECTED	2A6482FA-3B60-4812-BDB2-EC641A732D8E	Yes	NO APPARENT INJURY	NOT DISTRACTED	16FB8247-9E13-4CE9-9CDF-F9F360D940EC	FUNCTIONAL	ACCELERATING	30	No	2007	HONDA	CIVIC	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP93900021	220052225	Montgomery County Police	Property Damage Crash	2022-11-26T18:30:00.000	County	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	OTHER	NONE DETECTED	C0651BAF-C87D-4887-9E68-9D368BFB1079	Yes	NO APPARENT INJURY	NOT DISTRACTED	5067536D-76EA-4D0D-AFF7-1F8E7BB802BD	DISABLING	SLOWING OR STOPPING	25	No	2008	BMW	CN	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP93900021	220052225	Montgomery County Police	Property Damage Crash	2022-11-26T18:30:00.000	County	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	OTHER	NONE DETECTED	504CA414-93BC-4FF4-897A-0D33C9483558	No	NO APPARENT INJURY	NOT DISTRACTED	526E979D-283E-4EF2-B7B6-C551A15BD0AA	FUNCTIONAL	STOPPED IN TRAFFIC LANE	25	No	2005	FORD	MUSTANG	OTHER	MD	PASSENGER CAR	UNKNOWN
EJ78760055	220052215	Gaithersburg Police Depar	Property Damage Crash	2022-11-26T17:40:00.000	Maryland (State)	ANGLE MEETS RIGHT TURN	CLEAR	DRY	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	878718AA-2B18-40B4-93B9-0174A0370E89	No	NO APPARENT INJURY	NOT DISTRACTED	88E4057A-7DB0-4198-9A51-79FA301471FD	DISABLING	MOVING CONSTANT SPEED	35	No	2019	TOYOTA	RAV4	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
EJ78760055	220052215	Gaithersburg Police Depar	Property Damage Crash	2022-11-26T17:40:00.000	Maryland (State)	ANGLE MEETS RIGHT TURN	CLEAR	DRY	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	756BF891-5014-4253-AC7A-F4D264A85081	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	967E5C78-A658-4C40-9840-EF865B87D29D	FUNCTIONAL	RIGHT TURN ON RED	35	No	2019	KIA	FORTE	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
EJ7885002M	220052213	Gaithersburg Police Depar	Property Damage Crash	2022-11-26T17:15:00.000	County	SAME DIRECTION SIDESWIPE	CLEAR	OTHER	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	47E2181D-1636-4F4A-86A0-510FDC6E770B	No	NO APPARENT INJURY	NOT DISTRACTED	4F457646-B9C0-4A25-9C50-CAAE22A7AE10	DISABLING	MOVING CONSTANT SPEED	45	No	2013	CHEV	CAMRO	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
EJ7885002M	220052213	Gaithersburg Police Depar	Property Damage Crash	2022-11-26T17:15:00.000	County	SAME DIRECTION SIDESWIPE	CLEAR	OTHER	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	CE777247-6977-45D2-8A6F-B9C2C2967EFF	Yes	NO APPARENT INJURY	UNKNOWN	C0046310-D426-4BC3-8116-1799A3AEA421	DISABLING	CHANGING LANES	45	No	2021	HOND	HB	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP23720053	220052204	Montgomery County Police	Injury Crash	2022-11-26T15:53:00.000	Maryland (State)	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DAYLIGHT	STOP SIGN	NONE DETECTED	0551AA07-3AB0-4623-9ED5-6EBFE0740D6F	Yes	POSSIBLE INJURY	LOOKED BUT DID NOT SEE	79441B01-D2D9-4DB0-AE42-06C5EA509973	DISABLING	STARTING FROM LANE	30	No	2008	HONDA	ACCORD	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP23720053	220052204	Montgomery County Police	Injury Crash	2022-11-26T15:53:00.000	Maryland (State)	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DAYLIGHT	STOP SIGN	NONE DETECTED	34853F89-B4A8-4172-8E41-5C032B1C2513	No	POSSIBLE INJURY	NOT DISTRACTED	8233A352-A642-4D1D-A81A-43DE6D7FEDC5	DISABLING	MOVING CONSTANT SPEED	40	No	1998	CHEVROLET	TAHOE	NO MISUSE	MD	(SPORT) UTILITY VEHICLE	UNKNOWN
MCP31650047	220052196	Montgomery County Police	Property Damage Crash	2022-11-26T15:00:00.000	US (State)	SINGLE VEHICLE	UNKNOWN	DRY	DAYLIGHT	OTHER	NONE DETECTED	8A7B0432-B522-418A-816D-22DD22730006	Yes	NO APPARENT INJURY	NOT DISTRACTED	2722E20A-FABF-4268-BFAC-0741370B7621	DISABLING	MOVING CONSTANT SPEED	50	No	2004	HOND	4S	OTHER	MD	PASSENGER CAR	UNKNOWN
MCP3164006D	220052189	Montgomery County Police	Property Damage Crash	2022-11-26T13:50:00.000	County	SAME DIR REAR END	UNKNOWN	DRY	DAYLIGHT	NO CONTROLS	OTHER	03B87823-64BE-43C5-B989-F3CC568F0D10	Yes	NO APPARENT INJURY	UNKNOWN	0D486B04-B07C-423F-B2A1-A9CA9C749A0E	OTHER	OTHER	30	No	0	UNKNOWN	UNKNOWN	OTHER	UNKNOWN	OTHER	UNKNOWN
MCP3164006D	220052189	Montgomery County Police	Property Damage Crash	2022-11-26T13:50:00.000	County	SAME DIR REAR END	UNKNOWN	DRY	DAYLIGHT	NO CONTROLS	NONE DETECTED	1CE75537-F308-43E5-8A6C-AE8BDDEF4E02	No	NO APPARENT INJURY	NOT DISTRACTED	7EEFD9F6-B30F-4D41-AC2A-825B630CC75A	SUPERFICIAL	STOPPED IN TRAFFIC LANE	30	No	2017	FORD	SUPER DUTY	NO MISUSE	MD	PICKUP TRUCK	UNKNOWN
MCP2656006F	220052186	Montgomery County Police	Property Damage Crash	2022-11-26T13:00:00.000	Maryland (State)	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DAYLIGHT	OTHER	NONE DETECTED	EE678FA9-E318-4734-932B-20AC1C5C206A	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	A059B546-97C9-4C0A-8B58-AD5C22039DE9	DISABLING	STARTING FROM LANE	30	No	2007	TOYOTA	RAV4	NO MISUSE	MD	(SPORT) UTILITY VEHICLE	UNKNOWN
MCP2656006F	220052186	Montgomery County Police	Property Damage Crash	2022-11-26T13:00:00.000	Maryland (State)	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DAYLIGHT	OTHER	OTHER	DFBF3BE2-90F3-4140-9AE7-7BCC8388296C	No	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	BDBFC63F-A2A8-4757-9CCA-4DD2D45D9B10	DISABLING	MOVING CONSTANT SPEED	30	No	2013	HOND	TK	NO MISUSE	MD	(SPORT) UTILITY VEHICLE	UNKNOWN
DD5648001J	220052181	Rockville Police Departme	Injury Crash	2022-11-26T12:10:00.000	Maryland (State)	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	402768D6-51A4-41AA-AA0F-645F589834E6	Yes	SUSPECTED MINOR INJURY	NOT DISTRACTED	B7BD8B35-0CB9-47A9-92A7-1A6B4FA28E03	DISABLING	MAKING LEFT TURN	40	No	2018	PORSCHE	MACCAN	NO MISUSE	MD	(SPORT) UTILITY VEHICLE	UNKNOWN
DD5648001J	220052181	Rockville Police Departme	Injury Crash	2022-11-26T12:10:00.000	Maryland (State)	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	7DB774BD-8BAF-4201-A881-D2AFFFDB6E3B	No	NO APPARENT INJURY	NOT DISTRACTED	1287C2D4-462E-45B3-816E-D8F3B99D87B6	FUNCTIONAL	MAKING LEFT TURN	40	No	2007	ACURA	MDX	NO MISUSE	CA	(SPORT) UTILITY VEHICLE	UNKNOWN
MCP2411009M	220052171	Montgomery County Police	Injury Crash	2022-11-26T11:05:00.000	Municipality	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DAYLIGHT	STOP SIGN	NONE DETECTED	CF19C82B-7F3A-4F30-820F-EF7ADB5928B9	No	POSSIBLE INJURY	NOT DISTRACTED	61E6EC21-29C7-4440-9034-9321ED19B52A	DISABLING	MOVING CONSTANT SPEED	25	No	2010	DODGE	CARAVAN	OTHER	MD	PASSENGER CAR	UNKNOWN
MCP2411009M	220052171	Montgomery County Police	Injury Crash	2022-11-26T11:05:00.000	Municipality	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DAYLIGHT	STOP SIGN	NONE DETECTED	A396849C-A19E-4F68-A2EB-A6FF0F73BC11	Yes	POSSIBLE INJURY	UNKNOWN	F22F07BE-9E62-4F1D-8E0D-5D7F43F59D52	DISABLING	STARTING FROM LANE	25	No	1998	HONDA	CRV	OTHER	DC	PASSENGER CAR	UNKNOWN
MCP3094002D	220052699	Montgomery County Police	Property Damage Crash	2022-11-26T11:00:00.000	County	SAME DIR REAR END	UNKNOWN	DRY	DAYLIGHT	TRAFFIC SIGNAL	OTHER	0D63CD09-4BF2-4016-9BD8-353A98DBF2DB	No	NO APPARENT INJURY	NOT DISTRACTED	B8BB72AA-E694-45EA-8536-5B20FD6F38AE	SUPERFICIAL	STOPPED IN TRAFFIC LANE	40	No	2017	HONDA	ACCORD	NO MISUSE	MB	PASSENGER CAR	UNKNOWN
MCP3094002D	220052699	Montgomery County Police	Property Damage Crash	2022-11-26T11:00:00.000	County	SAME DIR REAR END	UNKNOWN	DRY	DAYLIGHT	TRAFFIC SIGNAL	OTHER	36D1BCE2-963D-43CC-986D-897770F7D940	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	C02CC967-3653-4FFD-80B3-DF24F0958A0C	SUPERFICIAL	MOVING CONSTANT SPEED	40	No	2007	NISSAN	SENTRA	NO MISUSE	UNKNOWN	PASSENGER CAR	UNKNOWN
EJ78950038	220052165	Gaithersburg Police Depar	Injury Crash	2022-11-26T09:54:00.000	Maryland (State)	OTHER	CLEAR	DRY	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	B33AFD74-BBE0-4B68-8D10-FECB711A0B67	Yes	NO APPARENT INJURY	OTHER DISTRACTION	81E51505-9750-48E8-ADAC-EEB88707DCE2	DISABLING	MOVING CONSTANT SPEED	35	No	2019	MINI	COOPER	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
EJ78950038	220052165	Gaithersburg Police Depar	Injury Crash	2022-11-26T09:54:00.000	Maryland (State)	OTHER	CLEAR	DRY	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	1D549747-CB4C-49B1-9B1B-7CCA346B23EB	No	NO APPARENT INJURY	NOT DISTRACTED	CCEC4A16-C2BF-4D5B-9F27-EEB360238CFF	FUNCTIONAL	STOPPED IN TRAFFIC LANE	35	No	2017	TOYOTA	CAMRY	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
EJ78950038	220052165	Gaithersburg Police Depar	Injury Crash	2022-11-26T09:54:00.000	Maryland (State)	OTHER	CLEAR	DRY	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	BC2C9182-8EB8-4D3F-8965-18CECAAD7218	No	SUSPECTED MINOR INJURY	NOT DISTRACTED	745279A7-F9AC-4FEE-B8B1-D3D480C96EC7	DISABLING	STOPPED IN TRAFFIC LANE	35	No	2021	KIA	SOUL	NO MISUSE	XX	PASSENGER CAR	UNKNOWN
DM8494002J	220052191	Takoma Park Police Depart	Property Damage Crash	2022-11-26T08:14:00.000	UNKNOWN	SAME DIRECTION SIDESWIPE	CLEAR	OTHER	DAYLIGHT	NO CONTROLS	OTHER	8D27EEB8-8A21-44B5-AD59-0DF6BB9A121C	Yes	NO APPARENT INJURY	UNKNOWN	7879919B-A2E0-4230-B9C4-47E035F59E56	OTHER	OTHER	0	No	2009	ACURA	4S	OTHER	XX	PASSENGER CAR	UNKNOWN
MCP2976004M	220052149	Montgomery County Police	Injury Crash	2022-11-26T03:58:00.000	County	SINGLE VEHICLE	CLEAR	DRY	DARK LIGHTS ON	NO CONTROLS	OTHER	5908CF90-BCBD-4B9B-9A3D-DC077FB956A1	UNKNOWN	NO APPARENT INJURY	NOT DISTRACTED	4FF08CE8-2C09-4220-8D41-EEABA8E1CB49	DISABLING	MOVING CONSTANT SPEED	35	No	1990	INFINITI	Q45	OTHER	UNKNOWN	PASSENGER CAR	UNKNOWN
MCP93920019	220052148	Montgomery County Police	Property Damage Crash	2022-11-26T03:55:00.000	Maryland (State)	SINGLE VEHICLE	CLEAR	DRY	DARK NO LIGHTS	NO CONTROLS	OTHER	D8314503-59D4-4080-B837-70303AB99BB6	Yes	NO APPARENT INJURY	UNKNOWN	998C89FF-FC72-4419-AB75-5553E9DCC7D9	DESTROYED	MOVING CONSTANT SPEED	40	No	2016	NISSIAN	ALTIMA	OTHER	UNKNOWN	PASSENGER CAR	UNKNOWN
MCP25820049	220052141	Montgomery County Police	Property Damage Crash	2022-11-26T01:42:00.000	County	OTHER	CLEAR	DRY	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	8A0F46B7-F00D-4956-99EF-D71488C08AB8	Yes	NO APPARENT INJURY	NOT DISTRACTED	4D4CD38F-8BE1-4091-BA77-2DA8A9D397E4	DISABLING	MOVING CONSTANT SPEED	30	No	2002	LEXUS	RX300	NO MISUSE	MD	(SPORT) UTILITY VEHICLE	UNKNOWN
MCP2412001T	220052138	Montgomery County Police	Property Damage Crash	2022-11-26T01:33:00.000	County	STRAIGHT MOVEMENT ANGLE	UNKNOWN	DRY	DARK LIGHTS ON	FLASHING TRAFFIC SIGNAL	NONE DETECTED	0830C1AF-1102-488D-BC0E-831748AAE05E	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	5ECB9AC2-4869-4BF1-BF72-7721ECBD9FD2	DISABLING	MOVING CONSTANT SPEED	35	No	2010	HYUNDAI	TIBURON	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP2412001T	220052138	Montgomery County Police	Property Damage Crash	2022-11-26T01:33:00.000	County	STRAIGHT MOVEMENT ANGLE	UNKNOWN	DRY	DARK LIGHTS ON	FLASHING TRAFFIC SIGNAL	NONE DETECTED	237C2A20-958E-4EB0-B96B-F94F5D4FFEBC	No	NO APPARENT INJURY	NOT DISTRACTED	DFB4DD9D-2059-4F95-9C06-84013B3E1989	DISABLING	MOVING CONSTANT SPEED	35	No	2007	HONDA	CIVIC	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
EJ78650061	220052137	Gaithersburg Police Depar	Injury Crash	2022-11-26T01:00:00.000	County	HEAD ON LEFT TURN	CLEAR	DRY	DARK LIGHTS ON	FLASHING TRAFFIC SIGNAL	NONE DETECTED	FF1697C1-90F2-4D58-88C0-FB26FD944836	No	POSSIBLE INJURY	NOT DISTRACTED	E76578B4-CA84-4C3B-8FAA-1DF4B3FBE4C0	DISABLING	MOVING CONSTANT SPEED	35	No	2013	NISSAN	ALTIMA	OTHER	XX	PASSENGER CAR	UNKNOWN
EJ78650061	220052137	Gaithersburg Police Depar	Injury Crash	2022-11-26T01:00:00.000	County	HEAD ON LEFT TURN	CLEAR	DRY	DARK LIGHTS ON	FLASHING TRAFFIC SIGNAL	ALCOHOL PRESENT	DEAF04FB-1F51-41F0-BAB0-F3F7444B3423	Yes	NO APPARENT INJURY	UNKNOWN	5ED07372-ED89-4744-AEEB-9FFD8437DBE7	FUNCTIONAL	MAKING LEFT TURN	35	No	2022	CHEVROLET	MALIBU	OTHER	MD	PASSENGER CAR	UNKNOWN
EJ7809003G	220052122	Gaithersburg Police Depar	Property Damage Crash	2022-11-25T22:12:00.000	Maryland (State)	OTHER	CLEAR	DRY	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	1173143E-C8FD-4180-8DD6-8A9A314F64B0	No	NO APPARENT INJURY	NOT DISTRACTED	336B5B65-BDFC-466C-A96B-B848072E72BC	FUNCTIONAL	SLOWING OR STOPPING	40	No	2016	FORD	INTERCEPTOR	NO MISUSE	MD	POLICE VEHICLE/EMERGENCY	UNKNOWN
MCP2608004N	220052116	Montgomery County Police	Property Damage Crash	2022-11-25T20:40:00.000	County	SAME DIR BOTH LEFT TURN	CLEAR	DRY	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	8F6A285C-802A-47B8-AA59-65FF99733463	UNKNOWN	NO APPARENT INJURY	NOT DISTRACTED	21BDF8A4-1F0A-4CAD-8297-7241E72609C0	FUNCTIONAL	MAKING LEFT TURN	30	No	2014	NABI	BUS	OTHER	MD	TRANSIT BUS	UNKNOWN
MCP2608004N	220052116	Montgomery County Police	Property Damage Crash	2022-11-25T20:40:00.000	County	SAME DIR BOTH LEFT TURN	CLEAR	DRY	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	4E202775-387B-4374-A73D-330511A1936C	UNKNOWN	NO APPARENT INJURY	NOT DISTRACTED	14F94BCC-5499-413C-8C1D-CCBC51147803	FUNCTIONAL	MAKING LEFT TURN	30	No	2019	HINO	TOW TRUCK	OTHER	MD	PASSENGER CAR	UNKNOWN
MCP3173002P	220052115	Montgomery County Police	Injury Crash	2022-11-25T20:33:00.000	Maryland (State)	ANGLE MEETS LEFT TURN	UNKNOWN	DRY	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	FD3BE84A-92E2-4649-839B-058C9B26AD3F	No	POSSIBLE INJURY	NOT DISTRACTED	AD99C0B0-3CE0-4AEC-AA63-60A019AF7257	FUNCTIONAL	MAKING LEFT TURN	45	No	2023	BMW	X5	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP3173002P	220052115	Montgomery County Police	Injury Crash	2022-11-25T20:33:00.000	Maryland (State)	ANGLE MEETS LEFT TURN	UNKNOWN	DRY	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	68DEFFAA-7AE9-4A33-A21A-E2BD26B616C8	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	3793005D-28C0-4B02-9F34-8A9E230D4F70	FUNCTIONAL	ACCELERATING	45	No	2006	HONDA	TK	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
EJ78760054	220052109	Gaithersburg Police Depar	Property Damage Crash	2022-11-25T20:00:00.000	Maryland (State)	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DARK LIGHTS ON	TRAFFIC SIGNAL	OTHER	422F4625-4D4B-4D91-80AD-C3FAF48AC481	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	F369FE46-0CD3-4610-B678-C10925B6EF8D	OTHER	RIGHT TURN ON RED	35	No	2008	DODGE	AVENGER	OTHER	UNKNOWN	PASSENGER CAR	UNKNOWN
EJ78760054	220052109	Gaithersburg Police Depar	Property Damage Crash	2022-11-25T20:00:00.000	Maryland (State)	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	E1BBCFA2-EE7C-4546-8DF7-5357EDFB3CE3	No	NO APPARENT INJURY	NOT DISTRACTED	A751078E-B17A-4D81-AC71-C062F4042616	DISABLING	MAKING LEFT TURN	35	No	2020	AUDI	Q3	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP3114002N	220052107	Montgomery County Police	Property Damage Crash	2022-11-25T19:50:00.000	County	SINGLE VEHICLE	UNKNOWN	DRY	DARK LIGHTS ON	STOP SIGN	OTHER	E305EE2A-4E53-490E-96E8-AEF9609C1F0A	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	35C887A6-4881-49C2-8B4E-3C666BBD1402	DISABLING	MAKING RIGHT TURN	25	No	2007	BMW	328XI	OTHER	MD	PASSENGER CAR	UNKNOWN
MCP32280049	220052112	Montgomery County Police	Property Damage Crash	2022-11-25T19:34:00.000	County	SINGLE VEHICLE	CLEAR	DRY	DARK LIGHTS ON	NO CONTROLS	ILLEGAL DRUG PRESENT	A9083208-9E5B-4259-BD5A-1209643633F0	Yes	NO APPARENT INJURY	OTHER DISTRACTION	8EAF62EE-EE0A-4229-98E2-6FC7E8369CE2	DISABLING	ACCELERATING	25	No	2018	TOYOTA	CAMRY	OTHER	XX	PASSENGER CAR	UNKNOWN
MCP2875006J	220052100	Montgomery County Police	Property Damage Crash	2022-11-25T18:08:00.000	County	HEAD ON LEFT TURN	CLEAR	DRY	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	17603FFB-761B-4961-95A0-DF0F1B04F556	No	NO APPARENT INJURY	NOT DISTRACTED	6426D661-23D0-4D25-829F-2ED0663E96C5	DISABLING	MOVING CONSTANT SPEED	30	No	2020	HYUNDAI	SONATA	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP2875006J	220052100	Montgomery County Police	Property Damage Crash	2022-11-25T18:08:00.000	County	HEAD ON LEFT TURN	CLEAR	DRY	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	01489DD2-580A-41CC-8269-46AA65D5EF1D	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	327397D2-873C-446D-ABD1-E5CD5EB77645	DISABLING	MAKING LEFT TURN	30	No	2022	TOYOTA	COROLLA	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP3342000N	220052092	Montgomery County Police	Property Damage Crash	2022-11-25T17:08:00.000	County	SAME DIR REAR END	CLEAR	DRY	DARK NO LIGHTS	NO CONTROLS	NONE DETECTED	198568A0-CC82-4A34-89B1-6F8F1A082BE9	Yes	NO APPARENT INJURY	NOT DISTRACTED	4C02D4E8-3D56-4618-AA7F-F9D93C77B3FD	DISABLING	ACCELERATING	45	No	2015	HONDA	CIVIC	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP3342000N	220052092	Montgomery County Police	Property Damage Crash	2022-11-25T17:08:00.000	County	SAME DIR REAR END	CLEAR	DRY	DARK NO LIGHTS	NO CONTROLS	NONE DETECTED	A8F08497-0635-4C77-979A-701B9CDE4FE5	No	NO APPARENT INJURY	NOT DISTRACTED	4216E363-DE63-4A21-B06D-C98FC60BCEFC	DISABLING	SLOWING OR STOPPING	45	No	2014	NISSAN	ROGUE	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP3295002J	220052089	Montgomery County Police	Injury Crash	2022-11-25T16:59:00.000	County	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	D727E1F9-43C0-4CFA-8F66-0BF38BBE245C	Yes	POSSIBLE INJURY	UNKNOWN	2408E368-C531-4840-8025-347F5CED3186	NO DAMAGE	MAKING LEFT TURN	35	No	2010	FORD	F150	NO MISUSE	NY	PICKUP TRUCK	UNKNOWN
MCP3295002J	220052089	Montgomery County Police	Injury Crash	2022-11-25T16:59:00.000	County	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	6743C2B9-9514-493C-8E09-8FA5B39F7FD9	No	POSSIBLE INJURY	NOT DISTRACTED	E543B1D2-753A-4A67-AD20-B5796C28EA86	DISABLING	MOVING CONSTANT SPEED	35	No	2008	NISS	ROUGE	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
DD5648001H	220052088	Rockville Police Departme	Injury Crash	2022-11-25T16:55:00.000	Maryland (State)	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	7FFB18EA-FC29-4F1F-B4C2-B8B3AC69D1EC	Yes	SUSPECTED MINOR INJURY	INATTENTIVE OR LOST IN THOUGHT	E7DE8198-D223-4C96-AAE0-01CC770CF1DD	DISABLING	STARTING FROM PARKED	40	No	2017	TOYT	SD	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
DD5648001H	220052088	Rockville Police Departme	Injury Crash	2022-11-25T16:55:00.000	Maryland (State)	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	507C5202-B29F-43EF-8F56-E350C2497172	No	NO APPARENT INJURY	UNKNOWN	18B82751-5E9B-4623-AB0A-40EF81CC4EB2	DISABLING	MOVING CONSTANT SPEED	40	No	2019	FORD	CP	OTHER	MD	PASSENGER CAR	UNKNOWN
MCP27800067	220052064	Montgomery County Police	Property Damage Crash	2022-11-25T15:00:00.000	County	SINGLE VEHICLE	CLEAR	DRY	DAYLIGHT	NO CONTROLS	OTHER	DC9EE6A2-F310-420C-A55A-A93743C1ACD5	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	F6A5E0F2-821B-40AA-8B38-CB5EF867E85E	DISABLING	MOVING CONSTANT SPEED	35	No	2010	HONDA	ODYSSEY	NO MISUSE	MD	VAN	UNKNOWN
MCP2832007N	220052065	Montgomery County Police	Property Damage Crash	2022-11-25T14:42:00.000	Maryland (State)	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DAYLIGHT	NO CONTROLS	NONE DETECTED	E08463B5-3347-4305-89A1-C433D20069B2	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	9186DB8E-C8E5-4F13-8185-9494D1D3315D	FUNCTIONAL	CHANGING LANES	35	No	2012	NISS	SENTRA	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
